1,3,5,6,7,8,10,19,20,27,29,34,35,37,40,41,42,43,49,50,74,80,82,84,86,88,90,92,100,110,111,245,246,250,255,260,265,300,301,302,303,440,490,500,502,504,505,506,513,520,530,533,536,538,546,590,591,592,600,610,611,630,650,651,653,690,700,710,711,730,740,776,810,830,856,949,950,992,994,997,998,999
ocn314148152,OCoLC,2.00903E+13,,,090311s2005    cau     sb   f000 0 eng d,,,,,,,  |a(Sirsi) o314148152,,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-AM-05-033,  |aNPS-AM-05-033,,,"1 |aDillard, John.",,,"10|aDetermining the best Loci of  knowledge, responsibilities and  decision rights in major acquisition  organizations|h[electronic resource] /|cby John Dillard and Mark E. Nissen.",,,,"  |aMonterey, California :|bNaval Postgraduate School,|c2005.",,  |a40 p.,,,, 0|aSecond Annual Acquisition Research Symposium.,,"  |aExcerpt from the proceedings of the Second Annual Acquisition Research Symposiurm of the Naval Postgraduate school: Acquisition Research: The Foundation for Innovation, May 18-19, 2005.;  |a""Prepared for: Naval Postgraduate School, Monterey, California 93943."" -- Cover.;  |a""Published: 1 May 2005"" -- Cover;  |a""NPS-AM-05-033""--Cover.",,  |aIncludes bibliographical references.,,"  |a""Approved for public release; distribution unlimited""--Cover.",,"  |aThe DoD is a large, bureaucratic, rule-intensive organization that may not be suited well for its  environment. Building upon prior research of acquisition centralization and knowledge dynamics, we  employ computational methods to assess the behavior and performance of different organizational  designs in varying environments. Our results reinforce Contingency Theory and suggest particular  characteristics of different acquisition environments make one organizational form relatively more or less  appropriate than another. Practically, answers to our research questions have direct and immediate  application to acquisition leaders and policy makers. Theoretically, we generalize to broad classes of  organizations and prescribe a novel set of organizational design guides..;  |aThe following article is taken as an excerpt from the proceedings of the annual Acquisition Research Program.  This annual event showcases the research projects funded through the Acquisition Research Program at the Graduate School of Business and Public Policy at the Naval Postgraduate School.  Featuring keynote speakers, plenary panels, multiple panel sessions, a student research poster show and social events, the Annual Acquisition Research Symposium offers a candid environment where high-ranking Department of Defense (DoD) officials, industry officials, accomplished faculty and military students are encouraged to collaborate on finding applicable solutions to the challenges facing acquisition policies and processes within the DoD today.  By jointly and publicly questioning the norms of industry and academia, the resulting research benefits from myriad perspectives and collaborations which can identify better solutions and practices in acquisition, contract, financial, logistics and program management.  For further information regarding the Acquisition Research Program, electronic copies of additional research, or to learn more about becoming a sponsor, please visit our program website at: www.acquisitionresearch.org.    For further information on or to register for the next Acquisition Research Symposium during the third week of May, please visit our conference website at: www.researchsymposium.org.",,,,  |aMode of access: World Wide Web.;  |aSystem requirements: Adobe Acrobat Reader.,,,,  |akmc/kmc oclc 3/11/09.,,,,00|aManagement practices., 0|aArmed Forces|xProcurement.; 0|aOrganizational sociology.; 0|aComputer simulation.,,,,"1 |aNissen, Mark.",2 |aNaval Postgraduate School (U.S.).|bGraduate School of Business and Public Policy.,,,,,, 0|aSecond Annual Acquisition Research Symposium.,40|uhttp://www.acquisitionresearch.net/_files/FY2005/NPS-AM-05-033.pdf,,,,  |aC0|bAD#,,,
ocn314148227,OCoLC,2.00903E+13,,,090311s2005    caua    sb    000 0 eng d,,,,,,,  |a(Sirsi) o314148227,,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-AM-05-022,  |aNPS-AM-05-022,,,"1 |aGansler, Jacques S.",,,12|aA strategy for defense acquisition research|h[electronic resource] /|cby Jacques S. Gansler.,,,,"  |aMonterey, California :|bGraduate School of Business and Public Police, Naval Postgraduate School,|c2005.",,  |a10 p.,,,, 0|aSecond Annual Acquisition Research Symposium.,,"  |aExcerpt from the proceedings of the Second Annual Acquisition Research Symposiurm of the Naval Postgraduate school: Acquisition Research: The Foundation for Innovation, May 18-19, 2005.;  |a""Prepared for: Naval Postgraduate School, Monterey, California 93943."" -- Cover.;  |a""Published: 1 May 2005"" -- Cover;  |a""NPS-AM-05-022.""",,  |aIncludes bibliographical references.,,,,"  |aThe following article is taken as an excerpt from the proceedings of the annual Acquisition Research Program.  This annual event showcases the research projects funded through the Acquisition Research Program at the Graduate School of Business and Public Policy at the Naval Postgraduate School.  Featuring keynote speakers, plenary panels, multiple panel sessions, a student research poster show and social events, the Annual Acquisition Research Symposium offers a candid environment where high-ranking Department of Defense (DoD) officials, industry officials, accomplished faculty and military students are encouraged to collaborate on finding applicable solutions to the challenges facing acquisition policies and processes within the DoD today.  By jointly and publicly questioning the norms of industry and academia, the resulting research benefits from myriad perspectives and collaborations which can identify better solutions and practices in acquisition, contract, financial, logistics and program management.  For further information regarding the Acquisition Research Program, electronic copies of additional research, or to learn more about becoming a sponsor, please visit our program website at: www.acquisitionresearch.org.    For further information on or to register for the next Acquisition Research Symposium during the third week of May, please visit our conference website at: www.researchsymposium.org.",,,,  |aMode of access: World Wide Web.;  |aSystem requirements: Adobe Acrobat Reader.,,,,  |akmc/kmc oclc 3/11/09.,,10|aUnited States.|bDept. of Defense|xManagement.;10|aUnited States.|bDept. of Defense|xProcurement.;10|aUnited States.|bDept. of Defense|xAppropriations and expenditures.,,,, 0|aUnited States|xArmed Forces|xManagement.; 0|aUnited States|xArmed Forces|xProcurement.; 0|aUnited States|xArmed Forces|xAppropriations and expenditures.,,,,2 |aNaval Postgraduate School (U.S.).|bGraduate School of Business and Public Policy.,,,,,, 0|aSecond Annual Acquisition Research Symposium.,40|uhttp://www.acquisitionresearch.net/_files/FY2005/NPS-AM-05-022.pdf,,,,  |aC0|bAD#,,,
ocn314159953,OCoLC,2.00903E+13,,,090311s2006    caua    sb   f000 0 eng d,,,,,,,  |a(Sirsi) o314159953,,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-AM-06-017,  |aNPS-AM-06-017,,,,,,"02|aA methodology for improving the shipyard planning process:|busing KVA analysis, risk simulation and strategic real options|h[electronic resource]  /|cby Christine L. Komoroski ... [et al.].",,,,"  |aMonterey, California :|bNaval Postgraduate School,|c2006.",,  |a101 p.,,,, 0|aAcquisition Research (Graduate School of Business and Public Policy. Naval Postgraduate School),,"  |a""30 September 2006"" -- Cover.;  |aJoint authors: Thomas Housel, Sandra Hom, Johnathan Mun.;  |a""Prepared for: Naval Postgraduate School, Monterey, California 93943""--Cover.;  |a""September 2006.""--Cover.;  |a""NPS-AM-06-017""--Cover.",,  |aIncludes bibliographical references.,,"  |a""Approved for public release; distribution unlimited""--Cover.",,"  |aThe U.S. Navy must be extremely diligent with its maintenance policies to ensure that ships and submarines meet national defense  objectives. Maximizing the Navy's readiness requires continuous process improvement and innovation, and making information  technology (IT) acquisitions that leverage technological advances to reduce costs and increase efficiency levels. Measurement tools  are essential to define, capture, measure and evaluate the total value of potential IT acquisitions to ensure the likelihood of success.  This paper describes research conducted on the Knowledge Value Added/Real Options (KVA+RO) Valuation Framework. A  comprehensive tool, KVA+RO was applied to Naval maintenance processes in a case study analyzing the potential impact of  Commercial-off-the-shelf (COTS) technology on ship yard planning processes. Specific technology, including three-dimensional (3D)  laser scanning and collaborative Product Lifecycle Management (PLM) solutions, were evaluated under three scenarios. Real Options  analysis was also performed to determine the prospective value of strategic options over a three-year period.",,,,  |aMode of access: World Wide Web.;  |aSystem requirements: Adobe Acrobat Reader.,,,,  |akmc/kmc oclc 3/11/09.,,10|aUnited States.|bDept. of Defense.,,, 0|aShipyards.; 0|aSubmarines (Ships),,,,"1 |aKomoroski, Christine L.;1 |aHousel, Thomas.;1 |aHom, Sandra.;1 |aMun, Johnathan.",2 |aNaval Postgraduate School (U.S.). |b Graduate School of Business and Public Policy.,,,,,, 0|aAcquisition Research (Graduate School of Business and Public Policy. Naval Postgraduate School),40|uhttp://www.acquisitionresearch.net/_files/FY2006/NPS-AM-06-017.pdf,,,,  |aC0|bAD#,,,
ocn314162792,OCoLC,2.00903E+13,,,090311s2006    caua    sb   f000 0 eng d,,,,,,,  |a(Sirsi) o314162792,,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-AM-06-052,  |aNPS-AM-06-052,,,,,,"03|aAn analysis of Earned Value Management implementation within the F-22 system program office's software development|h[electronic resource] /|cby John C. Dibert, John C. Velez.",,,,"  |aMonterey, California :|bGraduate School of Business and Public Policy, Naval Postgraduate School,|c2006.",,  |a151 p.,,,, 0|aAcquisition Research (Graduate School of Business and Public Policy. Naval Postgraduate School),,"  |a""Prepared for: Naval Postgraduate School, Monterey, California 93943."" -- Cover.;  |a""15 December 2006"" -- Cover.",,,,"  |a""Approved for public release; distribution is unlimited.""",,"  |aDepartment of Defense (DoD) use of Earned Value Management (EVM) program control tool has significantly increased in the last ten years. DoD acquisition policy and training promotes EVM as a cost and schedule management tool, tracking the earned value of the work completed per the baseline plan. Acquisition Category ID programs like the US Air Force F-22 fighter program use EVM to manage their software development efforts, but has the program's implementation of EVM followed the industry-recognized 32 criteria outlined in ANSI/EIA-748-A-1998 (Earned Value Management System Standards) necessary to successfully implement EVM? Using these 32 criteria, an evaluation was performed, aimed at assessing the implementation of EVM in the F-22 program. The goal: to academically appraise the program's use of EVM in managing Spiral 2, an F-22 avionics software modernization effort. To accomplish this goal a detailed evaluation of how the program meets the 32 criteria was conducted along with analysis of program data, interviews of subject matter experts and a statistical questionnaire conducted with F-22 personnel. Results indicated areas of possible improvement in the use of EVM and potential changes to the F-22 development environment to improve planning, scheduling and budgeting of the EVM baseline.",,,,  |aMode of access: World Wide Web.;  |aSystem requirement: Adobe Acrobat reader.,,,,  |akmc/kmc oclc 3/11/09.,,,,,,,,,"1 |aDibert, John C.;1 |aVelez, John C.",2 |aNaval Postgraduate School (U.S.).|bGraduate School of Business and Public Policy.,,,,,, 0|aAcquisition Research (Graduate School of Business and Public Policy. Naval Postgraduate School),40|uhttp://www.acquisitionresearch.net/_files/FY2006/NPS-AM-06-052.pdf,,,,  |aC0|bAD#,,,
ocn314161431,OCoLC,2.00903E+13,,,090311s2006    caua    sb   f000 0 eng d,,,,,,,  |a(Sirsi) o314161431,,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-AM-06-038,  |aNPS-AM-06-038,,,,,,"00|aAEGIS and Ship Self-Defense System (SSDS) platforms|h[electronic resource] :|busing KVA analysis, risk simulation and strategic real options to assess operational effectiveness /|cby Joseph Uchytil ... [et al.].",,,,"  |aMonterey, Calif. :|bNaval Postgraduate School,|c2006.",,  |a71 p.,,,, 0|aAcquisition Research (Graduate School of Business and Public Policy. Naval Postgraduate School),,"  |a""30 September 2006"" -- Cover.;  |aJoint authors: Thomas Housel, Sandra Hom, Johnathan Mun and Eric Tarantino.;  |a""Prepared for: Naval Postgraduate School, Monterey, California 93943""--Cover.;  |a""NPS-AM-06-038""--Cover.",,  |aIncludes bibliographical references.,,"  |a""Approved for public release; distribution unlimited""--Cover.",,"  |aModern, analytical tools are critical to understand the impact of open architecture technology and business models on naval  warfighting processes and procedures. The Knowledge Value Added/Real Options (KVA+RO) Valuation Framework is a tool set designed  to assist decision-makers in making technology acquisitions. This paper describes research using the KVA+RO framework for estimating  return on investment, in an open architecture approach, to upgrading and/or replacing the aging IWS AEGIS and SSDS systems. The  results of the research demonstrated that the ""leave and layer"" approach for incrementally replacing AEGIS system modules was the most  valuable strategic option, providing the highest return on investment with the lowest risk.  This study measured the operational value of various system replacement options from an end-user perspective, identified areas  of deficiencies in capabilities, and flagged areas for potential system improvements and acquisitions. The potential costs and cost savings  for each option were also calculated.",,,,  |aMode of access: World Wide Web.;  |aSystem requirements: Adobe Acrobat reader.,,,,  |akmc/kmc oclc 3/11/09.,,,,,,,,,"1 |aUchytil, Joseph.;1 |aHousel, Thomas.;1 |aHom, Sandra.;1 |aMun, Johnathan.;1 |aTarantino, Eric.",2 |aNaval Postgraduate School (U.S.).|bGraduate School of Business and Public Policy.,,,,,, 0|aAcquisition Research (Graduate School of Business and Public Policy. Naval Postgraduate School),40|uhttp://www.acquisitionresearch.net/_files/FY2006/NPS-AM-06-038.pdf,,,,  |aC0|bAD#,,,
ocn314159562,OCoLC,2.00903E+13,,,090311s2005    cau     sb   f000 0 eng d,,,,,,,  |a(Sirsi) o314159562,,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-AM-05-024,  |aNPS-AM-05-024,,,"1 |aDriessnack, John.",,,10|aUnique transaction costs in defense market(s)|h[electronic resource] :|bthe explanatory power of new institutional economics /|cby John Driessnack.,,,,"  |aMonterey, California :|bGraduate School of Business and Public Policy, Naval Postgraduate School,|c2005.",,  |a18 p.,,,, 0|aSecond Annual Acquisition Research Symposium.,,"  |a""NPS-AM-05-024."";  |a""Prepared for: Naval Postgraduate School, Monterey, California 93943."" -- Cover.;  |a""Published: 1 May 2005"" -- Cover;  |aExcerpt from the proceedings of the Second Annual Acquisition Research Symposiurm of the Naval Postgraduate school: Acquisition Research: The Foundation for Innovation, May 18-19, 2005.",,  |aIncludes bibliographic references,,"  |a""Approved for public release; distribution is unlimited.""",,"  |aThe following article is taken as an excerpt from the proceedings of the annual Acquisition Research Program.  This annual event showcases the research projects funded through the Acquisition Research Program at the Graduate School of Business and Public Policy at the Naval Postgraduate School.  Featuring keynote speakers, plenary panels, multiple panel sessions, a student research poster show and social events, the Annual Acquisition Research Symposium offers a candid environment where high-ranking Department of Defense (DoD) officials, industry officials, accomplished faculty and military students are encouraged to collaborate on finding applicable solutions to the challenges facing acquisition policies and processes within the DoD today.  By jointly and publicly questioning the norms of industry and academia, the resulting research benefits from myriad perspectives and collaborations which can identify better solutions and practices in acquisition, contract, financial, logistics and program management.  For further information regarding the Acquisition Research Program, electronic copies of additional research, or to learn more about becoming a sponsor, please visit our program website at: www.acquisitionresearch.org.    For further information on or to register for the next Acquisition Research Symposium during the third week of May, please visit our conference website at: www.researchsymposium.org.",,,,  |aMode of access: World Wide Web.;  |aSystem requirement: Adobe Acrobat reader.,,,,  |akmc/kmc oclc 3/11/09.,,,,,,,,,,2 |aNaval Postgraduate School (U.S.).|bGraduate School of Business and Public Policy.,,,,,, 0|aSecond Annual Acquisition Research Symposium.,40|uhttp://www.acquisitionresearch.net/_files/FY2005/NPS-AM-05-024.pdf,,,,  |aC0|bAD#,,,
ocn314167107,OCoLC,2.00903E+13,,,090311s2005    cau     sb   f000 0 eng d,,,,,,,  |a(Sirsi) o314167107,,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-AM-05-032,  |aNPS-AM-05-032,,,"1 |aKock, Ned.",,,13|aAn extension and test of the communication-flow optimization model|h[electronic resource] /|cby Ned Kock.,,,,"  |aMontery, California :|bGraduate School of Business and Public Policy, Naval Postgraduate School,|c2005.",,  |a32 p.,,,, 0|aSecond Annual Acquisition Research Symposium.,,"  |aExcerpt from the proceedings of the Second Annual Acquisition Research Symposiurm of the Naval Postgraduate school: Acquisition Research: The Foundation for Innovation, May 18-19, 2005.;  |a""Prepared for: Naval Postgraduate School, Monterey, California 93943."" -- Cover.;  |a""Published: 1 May 2005"" -- Cover;  |a""NPS-AM-05-032.""",,  |aIncludes bibliographic references,,"  |a""Approved for public release; distribution is unlimited.""",,"  |aThe following article is taken as an excerpt from the proceedings of the annual Acquisition Research Program.  This annual event showcases the research projects funded through the Acquisition Research Program at the Graduate School of Business and Public Policy at the Naval Postgraduate School.  Featuring keynote speakers, plenary panels, multiple panel sessions, a student research poster show and social events, the Annual Acquisition Research Symposium offers a candid environment where high-ranking Department of Defense (DoD) officials, industry officials, accomplished faculty and military students are encouraged to collaborate on finding applicable solutions to the challenges facing acquisition policies and processes within the DoD today.  By jointly and publicly questioning the norms of industry and academia, the resulting research benefits from myriad perspectives and collaborations which can identify better solutions and practices in acquisition, contract, financial, logistics and program management.  For further information regarding the Acquisition Research Program, electronic copies of additional research, or to learn more about becoming a sponsor, please visit our program website at: www.acquisitionresearch.org.    For further information on or to register for the next Acquisition Research Symposium during the third week of May, please visit our conference website at: www.researchsymposium.org.",,,,  |aMode of access: World Wide Web.;  |aSystem requirement: Adobe Acrobat reader.,,,,  |akmc/kmc oclc 3/11/09.,,,,,,,,,,2 |aNaval Postgraduate School (U.S.).|bGraduate School of Business and Public Policy.,,,,,, 0|aSecond Annual Acquisition Research Symposium.,40|uhttp://www.acquisitionresearch.net/_files/FY2005/NPS-AM-05-032.pdf,,,,  |aC0|bAD#,,,
ocn314159642,OCoLC,2.00903E+13,,,090311s2005    cau     sb   f000 0 eng  ,,,,,,,  |a(Sirsi) o314159642,,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-AM-05-056,  |aNPS-AM-05-056,,,,,,00|aUsing KVA and real options for IT acquisition|h[electronic resource] :|bcase example /|cby Cesar Rios ... [et al.],,,,"  |aMonterey, California :|bGraduate School of Business and Public Policy, Naval Postgraduate School,|c2005.",,  |a11 p.,,,, 0|aSecond Annual Acquisition Research Symposium.,,"  |aExcerpt from the proceedings of the Second Annual Acquisition Research Symposiurm of the Naval Postgraduate school: Acquisition Research: The Foundation for Innovation, May 18-19, 2005.;  |a""Prepared for: Naval Postgraduate School, Monterey, California 93943."" -- Cover.;  |a""Published: 1 May 2005"" -- Cover;  |a""NPS-AM-05-056.""",,  |aIncludes bibliographic references.,,"  |a""Approved for public release; distribution is unlimited.""",,"  |aThe following article is taken as an excerpt from the proceedings of the annual Acquisition Research Program.  This annual event showcases the research projects funded through the Acquisition Research Program at the Graduate School of Business and Public Policy at the Naval Postgraduate School.  Featuring keynote speakers, plenary panels, multiple panel sessions, a student research poster show and social events, the Annual Acquisition Research Symposium offers a candid environment where high-ranking Department of Defense (DoD) officials, industry officials, accomplished faculty and military students are encouraged to collaborate on finding applicable solutions to the challenges facing acquisition policies and processes within the DoD today.  By jointly and publicly questioning the norms of industry and academia, the resulting research benefits from myriad perspectives and collaborations which can identify better solutions and practices in acquisition, contract, financial, logistics and program management.  For further information regarding the Acquisition Research Program, electronic copies of additional research, or to learn more about becoming a sponsor, please visit our program website at: www.acquisitionresearch.org.    For further information on or to register for the next Acquisition Research Symposium during the third week of May, please visit our conference website at: www.researchsymposium.org.",,,,  |aMode of access: World Wide Web.;  |aSystem requirement: Adobe Acrobat reader.,,,,  |akmc/kmc oclc 3/11/09.,,,,,,,,,"1 |aRios, Cesar.;1 |aHousel, Thomas.;1 |aMun, Johnathan C.;1 |aMirano, David.;1 |aNelson, Sarah.",2 |aNaval Postgraduate School (U.S.).|bGraduate School of Business and Public Policy.,,,,,, 0|aSecond Annual Acquisition Research Symposium.,40|uhttp://www.acquisitionresearch.net/_files/FY2005/NPS-AM-05-056.pdf,,,,  |aC0|bAD#,,,
ocn314169606,OCoLC,2.00903E+13,,,090311s2005    cau     sb   f000 0 eng d,,,,,,,  |a(Sirsi) o314169606,,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-AM-05-051,  |aNPS-AM-05-051,,,"1 |aHanks, Christopher.",,,12|aA critical examination of the DoD's business management modernization program|h[electronic resource] /|cby Christopher Hanks.,,,,"  |aMonterey, California :|bGraduate School of Business and Public Policy, Naval Postgraduate School,|c2005.",,  |a1 v.,,,, 0|aSecond Annual Acquisition Research Symposium.,,"  |aExcerpt from the proceedings of the Second Annual Acquisition Research Symposiurm of the Naval Postgraduate school: Acquisition Research: The Foundation for Innovation, May 18-19, 2005.;  |a""NPS-AM-05-051."";  |a""Prepared for: Naval Postgraduate School, Monterey, California 93943."" -- Cover.;  |a""Published: 1 May 2005"" -- Cover",,  |aIncludes bibliographic references.,,"  |a""Approved for public release; distribution is unlimited.""",,"  |aThe following article is taken as an excerpt from the proceedings of the annual Acquisition Research Program.  This annual event showcases the research projects funded through the Acquisition Research Program at the Graduate School of Business and Public Policy at the Naval Postgraduate School.  Featuring keynote speakers, plenary panels, multiple panel sessions, a student research poster show and social events, the Annual Acquisition Research Symposium offers a candid environment where high-ranking Department of Defense (DoD) officials, industry officials, accomplished faculty and military students are encouraged to collaborate on finding applicable solutions to the challenges facing acquisition policies and processes within the DoD today.  By jointly and publicly questioning the norms of industry and academia, the resulting research benefits from myriad perspectives and collaborations which can identify better solutions and practices in acquisition, contract, financial, logistics and program management.  For further information regarding the Acquisition Research Program, electronic copies of additional research, or to learn more about becoming a sponsor, please visit our program website at: www.acquisitionresearch.org.    For further information on or to register for the next Acquisition Research Symposium during the third week of May, please visit our conference website at: www.researchsymposium.org.",,,,  |aMode of access: World Wide Web.;  |aSystem requirement: Adobe Acrobat reader.,,,,  |akmc/kmc oclc 3/11/09.,,,,,,,,,,2 |aNaval Postgraduate School (U.S.).|bGraduate School of Business and Public Policy.,,,,,, 0|aSecond Annual Acquisition Research Symposium.,40|uhttp://www.acquisitionresearch.net/_files/FY2005/NPS-AM-05-051.pdf,,,,  |aC0|bAD#,,,
ocn314161603,OCoLC,2.00903E+13,,,090311s2005    cau     sb   f000 0 eng d,,,,,,,  |a(Sirsi) o314161603,,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-AM-05-037,  |aNPS-AM-05-037,,,"1 |aSheldon, Dwight A.",,,10|aOut-sourcing and privatization|h[electronic resource] :|bcreating value at what cost? /|cby Dwight A. Sheldon.,,,,"  |aMonterey, California :|bGraduate School of Business and Public Policy, Naval Postgraduate School,|c2005.",,  |a1 v.,,,, 0|aSecond Annual Acquisition Research Symposium.,,"  |aExcerpt from the proceedings of the Second Annual Acquisition Research Symposiurm of the Naval Postgraduate school: Acquisition Research: The Foundation for Innovation, May 18-19, 2005.;  |a""NPS-AM-05-037."";  |a""Prepared for: Naval Postgraduate School, Monterey, California 93943."" -- Cover.;  |a""Published: 1 May 2005"" -- Cover",,  |aIncludes bibliographic references.,,"  |a""Approved for public release; distribution is unlimited.""",,"  |aThe following article is taken as an excerpt from the proceedings of the annual Acquisition Research Program.  This annual event showcases the research projects funded through the Acquisition Research Program at the Graduate School of Business and Public Policy at the Naval Postgraduate School.  Featuring keynote speakers, plenary panels, multiple panel sessions, a student research poster show and social events, the Annual Acquisition Research Symposium offers a candid environment where high-ranking Department of Defense (DoD) officials, industry officials, accomplished faculty and military students are encouraged to collaborate on finding applicable solutions to the challenges facing acquisition policies and processes within the DoD today.  By jointly and publicly questioning the norms of industry and academia, the resulting research benefits from myriad perspectives and collaborations which can identify better solutions and practices in acquisition, contract, financial, logistics and program management.  For further information regarding the Acquisition Research Program, electronic copies of additional research, or to learn more about becoming a sponsor, please visit our program website at: www.acquisitionresearch.org.    For further information on or to register for the next Acquisition Research Symposium during the third week of May, please visit our conference website at: www.researchsymposium.org.",,,,  |aMode of access: World Wide Web.;  |aSystem requirement: Adobe Acrobat reader.,,,,  |akmc/kmc oclc 3/11/09.,,,,,,,,,,2 |aNaval Postgraduate School (U.S.).|bGraduate School of Business and Public Policy.,,,,,, 0|aSecond Annual Acquisition Research Symposium.,40|uhttp://www.acquisitionresearch.net/_files/FY2005/NPS-AM-05-037.pdf,,,,  |aC0|bAD#,,,
ocn314161633,OCoLC,2.00903E+13,,,090311s2005    cau     sb   f000 0 eng d,,,,,,,  |a(Sirsi) o314161633,,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-AM-05-036,  |aNPS-AM-05-036,,,"1 |aMartin, Craig.",,,10|aOut-sourcing as an engine of growth for the United States|h[electronic resource] /|cby Craig Martin.,,,,"  |aMonterey, California :|bGraduate School of Business and Public Policy, Naval Postgraduate School,|c2005.",,  |a1 v.,,,, 0|aSecond Annual Acquisition Research Symposium.,,"  |aExcerpt from the proceedings of the Second Annual Acquisition Research Symposiurm of the Naval Postgraduate school: Acquisition Research: The Foundation for Innovation, May 18-19, 2005.;  |a""NPS-AM-05-036."";  |a""Prepared for: Naval Postgraduate School, Monterey, California 93943."" -- Cover.;  |a""Published: 1 May 2005"" -- Cover",,  |aIncludes bibliographic references.,,"  |a""Approved for public release; distribution is unlimited.""",,"  |aThe following article is taken as an excerpt from the proceedings of the annual Acquisition Research Program.  This annual event showcases the research projects funded through the Acquisition Research Program at the Graduate School of Business and Public Policy at the Naval Postgraduate School.  Featuring keynote speakers, plenary panels, multiple panel sessions, a student research poster show and social events, the Annual Acquisition Research Symposium offers a candid environment where high-ranking Department of Defense (DoD) officials, industry officials, accomplished faculty and military students are encouraged to collaborate on finding applicable solutions to the challenges facing acquisition policies and processes within the DoD today.  By jointly and publicly questioning the norms of industry and academia, the resulting research benefits from myriad perspectives and collaborations which can identify better solutions and practices in acquisition, contract, financial, logistics and program management.  For further information regarding the Acquisition Research Program, electronic copies of additional research, or to learn more about becoming a sponsor, please visit our program website at: www.acquisitionresearch.org.    For further information on or to register for the next Acquisition Research Symposium during the third week of May, please visit our conference website at: www.researchsymposium.org.",,,,  |aMode of access: World Wide Web.;  |aSystem requirement: Adobe Acrobat reader.,,,,  |akmc/kmc oclc 3/11/09.,,,,,,,,,,2 |aNaval Postgraduate School (U.S.).|bGraduate School of Business and Public Policy.,,,,,, 0|aSecond Annual Acquisition Research Symposium.,40|uhttp://www.acquisitionresearch.net/_files/FY2005/NPS-AM-05-036.pdf,,,,  |aC0|bAD#,,,
ocn314159828,OCoLC,2.00903E+13,,,090311s2006    caua     b   f000 0 eng d,,,,,,,  |a(Sirsi) o314159828,,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-AM-05-06-050,  |aNPS-AM-05-06-050,,,"1 |aBridger, Wray W.",,,"10|aTotal ownership cost reduction case study|h[electronic resource] :|bAEGIS radar phase shifters /|cby Wray W. Bridger, Mark D. Ruiz.",,,,"  |aMonterey, California :|bNaval Postgraduate School,|c2006.",,  |a83 p.,,,, 0|aAcquisition Research (Graduate School of Business and Public Policy. Naval Postgraduate School),,"  |a""NPS-AM-06-050"" -- Cover.;  |a""15 December 2006"" -- Cover.;  |aAdvisor(s): Apte, Aruna; Greene, James B.;  |a""Prepared for: Naval Postgraduate School, Monterey, California 93943."" -- Cover.",,  |aIncludes bibliographical references (p. 63-64).,,"  |a""Approved for public release, distribution unlimited""--Cover.",,"  |aThe goal of this research is to provide a case study that captures the production and design processes and  program management solutions used to reduce total ownership costs of AEGIS Radar Phase Shifters. Specifically,  it will focus on the design and redesign of the SPY-1 radar phase shifter; a redesign that dramatically improved  performance without increasing Average Procurement Unit Costs (APUC). The researchers will analyze various  process-improvement projects (PIP) used to reduce touch-labor and improve production process yield (percentage of manufactured items that are defect-free) of SPY-1B/D phase shifters, and will review programs that improved  phase shifter production either directly or indirectly, i.e., consolidated purchasing, lean and six sigma, productivity  improvement projects, etc. This case study was conducted with the sponsorship and assistance of the Acquisition  Research Program, Graduate School of Business & Public Policy, Naval Postgraduate School, Monterey, CA.",,,,  |aMode of access: World Wide Web.;  |aSystem requirements: Adobe Acrobat reader.,,,,  |akmc/kmc oclc 3/11/09.,,,,,,,,,"1 |aRuiz, Mark D.",2 |aNaval Postgraduate School (U.S.).|bGraduate School of Business and Public Policy.,,,,,, 0|aAcquisition Research (Graduate School of Business and Public Policy. Naval Postgraduate School),40|uhttp://www.acquisitionresearch.net/_files/FY2006/NPS-AM-06-050.pdf,,,,  |aC0|bAD#,,,
